ShipmentItem,Shipment,Item,OrderItem,Date,Stock
204772-5,204772,5,109597-5,7/24/2025,S0344
204773-1,204773,1,109598-1,2/10/2022,S0145
204773-2,204773,2,109598-2,2/10/2022,S0074
204773-3,204773,3,109598-3,2/10/2022,S0505
204774-1,204774,1,109601-1,5/15/2024,S0294
204774-2,204774,2,109601-2,5/15/2024,S0165
204774-3,204774,3,109601-3,5/15/2024,S0438
204775-1,204775,1,109603-1,4/7/2023,S0481
204775-2,204775,2,109603-2,4/7/2023,S0109
204775-3,204775,3,109603-3,4/7/2023,S0433
204775-4,204775,4,109603-4,4/7/2023,S0252
204776-1,204776,1,109609-1,4/18/2025,S0617
204776-2,204776,2,109609-2,4/18/2025,S0356
204777-1,204777,1,109610-1,7/20/2023,S0552
204777-2,204777,2,109610-2,7/20/2023,S0474
204778-1,204778,1,109611-1,9/28/2024,S0500
204778-2,204778,2,109611-2,9/28/2024,S0166
204779-1,204779,1,109612-1,8/30/2025,S0028
204779-2,204779,2,109612-2,8/30/2025,S0356
204779-3,204779,3,109612-3,8/30/2025,S0009
204779-4,204779,4,109612-4,8/30/2025,S0527
204780-1,204780,1,109613-1,3/25/2022,S0211
204780-2,204780,2,109613-2,3/25/2022,S0265
204781-1,204781,1,109620-1,3/28/2023,S0487
204781-2,204781,2,109620-2,3/28/2023,S0545
204781-3,204781,3,109620-3,3/28/2023,S0081
204781-4,204781,4,109620-4,3/28/2023,S0443
204781-5,204781,5,109620-5,3/28/2023,S0385
204782-1,204782,1,109622-1,10/8/2023,S0182
204782-2,204782,2,109622-2,10/8/2023,S0366
204782-3,204782,3,109622-3,10/8/2023,S0354
204782-4,204782,4,109622-4,10/8/2023,S0423
204782-5,204782,5,109622-5,10/8/2023,S0210
204783-1,204783,1,109626-1,3/10/2025,S0163
204783-2,204783,2,109626-2,3/10/2025,S0247
204783-3,204783,3,109626-3,3/10/2025,S0227
204783-4,204783,4,109626-4,3/10/2025,S0611
204783-5,204783,5,109626-5,3/10/2025,S0597
204784-1,204784,1,109627-1,1/5/2024,S0172
204784-2,204784,2,109627-2,1/5/2024,S0039
204784-3,204784,3,109627-3,1/5/2024,S0169
204784-4,204784,4,109627-4,1/5/2024,S0120
204784-5,204784,5,109627-5,1/5/2024,S0414
204785-1,204785,1,109631-1,5/10/2025,S0070
204785-2,204785,2,109631-2,5/10/2025,S0102
204785-3,204785,3,109631-3,5/10/2025,S0545
204785-4,204785,4,109631-4,5/10/2025,S0372
204785-5,204785,5,109631-5,5/10/2025,S0425
204786-1,204786,1,109635-1,7/31/2024,S0188
204786-2,204786,2,109635-2,7/31/2024,S0092
204786-3,204786,3,109635-3,7/31/2024,S0584
204786-4,204786,4,109635-4,7/31/2024,S0110
204786-5,204786,5,109635-5,7/31/2024,S0044
204787-1,204787,1,109637-1,8/1/2024,S0345
204787-2,204787,2,109637-2,8/1/2024,S0568
204787-3,204787,3,109637-3,8/1/2024,S0495
204787-4,204787,4,109637-4,8/1/2024,S0317
204788-1,204788,1,109638-1,1/2/2024,S0238
204788-2,204788,2,109638-2,1/2/2024,S0251
204788-3,204788,3,109638-3,1/2/2024,S0534
204788-4,204788,4,109638-4,1/2/2024,S0214
204789-1,204789,1,109639-1,5/3/2024,S0328
204789-2,204789,2,109639-2,5/3/2024,S0386
204789-3,204789,3,109639-3,5/3/2024,S0515
204789-4,204789,4,109639-4,5/3/2024,S0430
204789-5,204789,5,109639-5,5/3/2024,S0452
204790-1,204790,1,109641-1,2/28/2025,S0476
204790-2,204790,2,109641-2,2/28/2025,S0589
204790-3,204790,3,109641-3,2/28/2025,S0284
204791-1,204791,1,109645-1,2/20/2024,S0112
204792-1,204792,1,109648-1,5/12/2023,S0233
204793-1,204793,1,109651-1,12/15/2024,S0132
204793-2,204793,2,109651-2,12/15/2024,S0487
204793-3,204793,3,109651-3,12/15/2024,S0260
204794-1,204794,1,109653-1,9/24/2025,S0040
204794-2,204794,2,109653-2,9/24/2025,S0567
204794-3,204794,3,109653-3,9/24/2025,S0375
204794-4,204794,4,109653-4,9/24/2025,S0243
204795-1,204795,1,109655-1,5/19/2022,S0001
204795-2,204795,2,109655-2,5/19/2022,S0169
204795-3,204795,3,109655-3,5/19/2022,S0254
204796-1,204796,1,109660-1,3/29/2023,S0238
204797-1,204797,1,109661-1,8/9/2024,S0104
204797-2,204797,2,109661-2,8/9/2024,S0052
204798-1,204798,1,109662-1,5/13/2023,S0474
204798-2,204798,2,109662-2,5/13/2023,S0121
204798-3,204798,3,109662-3,5/13/2023,S0347
204798-4,204798,4,109662-4,5/13/2023,S0194
204798-5,204798,5,109662-5,5/13/2023,S0518
204799-1,204799,1,109665-1,10/11/2023,S0560
204799-2,204799,2,109665-2,10/11/2023,S0090
204800-1,204800,1,109666-1,11/16/2023,S0199
204800-2,204800,2,109666-2,11/16/2023,S0023
204800-3,204800,3,109666-3,11/16/2023,S0549
204800-4,204800,4,109666-4,11/16/2023,S0106
204800-5,204800,5,109666-5,11/16/2023,S0216
204801-1,204801,1,109667-1,9/3/2022,S0251
204802-1,204802,1,109668-1,4/16/2022,S0108
204802-2,204802,2,109668-2,4/16/2022,S0278
204802-3,204802,3,109668-3,4/16/2022,S0414
204802-4,204802,4,109668-4,4/16/2022,S0545
204803-1,204803,1,109669-1,12/31/2022,S0537
204803-2,204803,2,109669-2,12/31/2022,S0202
204803-3,204803,3,109669-3,12/31/2022,S0247
204803-4,204803,4,109669-4,12/31/2022,S0266
204804-1,204804,1,109670-1,1/19/2022,S0141
204804-2,204804,2,109670-2,1/19/2022,S0513
204804-3,204804,3,109670-3,1/19/2022,S0622
204804-4,204804,4,109670-4,1/19/2022,S0254
204804-5,204804,5,109670-5,1/19/2022,S0071
204805-1,204805,1,109673-1,2/26/2022,S0301
204806-1,204806,1,109678-1,6/23/2024,S0528
204806-2,204806,2,109678-2,6/23/2024,S0523
204806-3,204806,3,109678-3,6/23/2024,S0288
204807-1,204807,1,109679-1,6/11/2025,S0023
204807-2,204807,2,109679-2,6/11/2025,S0357
204807-3,204807,3,109679-3,6/11/2025,S0579
204808-1,204808,1,109680-1,8/14/2023,S0443
204809-1,204809,1,109681-1,6/22/2022,S0537
204809-2,204809,2,109681-2,6/22/2022,S0511
204809-3,204809,3,109681-3,6/22/2022,S0025
204809-4,204809,4,109681-4,6/22/2022,S0348
204809-5,204809,5,109681-5,6/22/2022,S0381
204810-1,204810,1,109682-1,11/9/2025,S0298
204810-2,204810,2,109682-2,11/9/2025,S0243
204810-3,204810,3,109682-3,11/9/2025,S0338
204810-4,204810,4,109682-4,11/9/2025,S0577
204811-1,204811,1,109684-1,5/6/2024,S0384
204811-2,204811,2,109684-2,5/6/2024,S0257
204811-3,204811,3,109684-3,5/6/2024,S0407
204811-4,204811,4,109684-4,5/6/2024,S0525
204811-5,204811,5,109684-5,5/6/2024,S0021
204812-1,204812,1,109687-1,4/19/2025,S0478
204812-2,204812,2,109687-2,4/19/2025,S0116
204812-3,204812,3,109687-3,4/19/2025,S0199
204812-4,204812,4,109687-4,4/19/2025,S0399
204813-1,204813,1,109688-1,12/15/2025,S0331
204813-2,204813,2,109688-2,12/15/2025,S0222
204813-3,204813,3,109688-3,12/15/2025,S0157
204814-1,204814,1,109689-1,2/25/2022,S0147
204814-2,204814,2,109689-2,2/25/2022,S0506
204814-3,204814,3,109689-3,2/25/2022,S0379
204814-4,204814,4,109689-4,2/25/2022,S0086
204814-5,204814,5,109689-5,2/25/2022,S0295
204815-1,204815,1,109691-1,10/24/2025,S0042
204815-2,204815,2,109691-2,10/24/2025,S0612
204815-3,204815,3,109691-3,10/24/2025,S0528
204815-4,204815,4,109691-4,10/24/2025,S0276
204815-5,204815,5,109691-5,10/24/2025,S0422
204816-1,204816,1,109694-1,11/26/2022,S0119
204816-2,204816,2,109694-2,11/26/2022,S0356
204816-3,204816,3,109694-3,11/26/2022,S0621
204816-4,204816,4,109694-4,11/26/2022,S0385
204816-5,204816,5,109694-5,11/26/2022,S0056
204817-1,204817,1,109695-1,12/14/2023,S0477
204817-2,204817,2,109695-2,12/14/2023,S0623
204817-3,204817,3,109695-3,12/14/2023,S0223
204818-1,204818,1,109698-1,7/17/2025,S0161
204818-2,204818,2,109698-2,7/17/2025,S0508
204819-1,204819,1,109700-1,1/28/2024,S0467
204819-2,204819,2,109700-2,1/28/2024,S0598
204820-1,204820,1,109701-1,4/30/2025,S0372
204820-2,204820,2,109701-2,4/30/2025,S0435
204820-3,204820,3,109701-3,4/30/2025,S0195
204820-4,204820,4,109701-4,4/30/2025,S0455
204821-1,204821,1,109704-1,11/26/2024,S0187
204821-2,204821,2,109704-2,11/26/2024,S0442
204821-3,204821,3,109704-3,11/26/2024,S0246
204821-4,204821,4,109704-4,11/26/2024,S0308
204822-1,204822,1,109705-1,12/8/2024,S0304
204823-1,204823,1,109707-1,8/31/2023,S0611
204823-2,204823,2,109707-2,8/31/2023,S0254
204823-3,204823,3,109707-3,8/31/2023,S0518
204824-1,204824,1,109708-1,6/27/2024,S0577
204825-1,204825,1,109710-1,12/27/2025,S0374
204826-1,204826,1,109715-1,4/12/2023,S0483
204826-2,204826,2,109715-2,4/12/2023,S0619
204826-3,204826,3,109715-3,4/12/2023,S0306
204827-1,204827,1,109718-1,8/18/2025,S0176
204827-2,204827,2,109718-2,8/18/2025,S0350
204828-1,204828,1,109719-1,8/13/2025,S0622
204828-2,204828,2,109719-2,8/13/2025,S0030
204829-1,204829,1,109720-1,4/10/2023,S0388
204829-2,204829,2,109720-2,4/10/2023,S0313
204830-1,204830,1,109722-1,8/7/2023,S0402
204831-1,204831,1,109723-1,11/2/2025,S0178
204831-2,204831,2,109723-2,11/2/2025,S0158
204831-3,204831,3,109723-3,11/2/2025,S0495
204831-4,204831,4,109723-4,11/2/2025,S0190
204831-5,204831,5,109723-5,11/2/2025,S0432
204832-1,204832,1,109725-1,11/15/2023,S0083
204833-1,204833,1,109726-1,7/10/2024,S0505
204833-2,204833,2,109726-2,7/10/2024,S0444
204833-3,204833,3,109726-3,7/10/2024,S0529
204833-4,204833,4,109726-4,7/10/2024,S0579
204834-1,204834,1,109729-1,6/1/2022,S0359
204834-2,204834,2,109729-2,6/1/2022,S0403
204835-1,204835,1,109730-1,4/25/2023,S0312
204835-2,204835,2,109730-2,4/25/2023,S0405
204836-1,204836,1,109733-1,2/10/2024,S0615
204836-2,204836,2,109733-2,2/10/2024,S0037
204836-3,204836,3,109733-3,2/10/2024,S0577
204836-4,204836,4,109733-4,2/10/2024,S0380
204837-1,204837,1,109734-1,9/19/2024,S0233
204837-2,204837,2,109734-2,9/19/2024,S0140
204837-3,204837,3,109734-3,9/19/2024,S0043
204837-4,204837,4,109734-4,9/19/2024,S0530
204838-1,204838,1,109735-1,5/26/2022,S0296
204839-1,204839,1,109737-1,7/1/2024,S0043
204839-2,204839,2,109737-2,7/1/2024,S0234
204840-1,204840,1,109740-1,8/9/2025,S0453
204841-1,204841,1,109743-1,8/28/2024,S0032
204842-1,204842,1,109744-1,12/15/2024,S0202
204842-2,204842,2,109744-2,12/15/2024,S0208
204842-3,204842,3,109744-3,12/15/2024,S0563
204843-1,204843,1,109747-1,1/13/2024,S0626
204843-2,204843,2,109747-2,1/13/2024,S0616
204844-1,204844,1,109753-1,10/10/2022,S0092
204845-1,204845,1,109755-1,3/19/2024,S0527
204845-2,204845,2,109755-2,3/19/2024,S0469
204845-3,204845,3,109755-3,3/19/2024,S0484
204845-4,204845,4,109755-4,3/19/2024,S0122
204846-1,204846,1,109756-1,5/24/2023,S0291
204846-2,204846,2,109756-2,5/24/2023,S0251
204846-3,204846,3,109756-3,5/24/2023,S0076
204847-1,204847,1,109758-1,7/8/2022,S0390
204847-2,204847,2,109758-2,7/8/2022,S0100
204848-1,204848,1,109759-1,12/12/2023,S0099
204848-2,204848,2,109759-2,12/12/2023,S0602
204848-3,204848,3,109759-3,12/12/2023,S0349
204848-4,204848,4,109759-4,12/12/2023,S0307
204849-1,204849,1,109761-1,12/6/2022,S0441
204849-2,204849,2,109761-2,12/6/2022,S0616
204849-3,204849,3,109761-3,12/6/2022,S0276
204850-1,204850,1,109763-1,10/19/2025,S0456
204850-2,204850,2,109763-2,10/19/2025,S0550
204850-3,204850,3,109763-3,10/19/2025,S0573
204850-4,204850,4,109763-4,10/19/2025,S0232
204850-5,204850,5,109763-5,10/19/2025,S0592
204851-1,204851,1,109766-1,1/12/2022,S0403
204851-2,204851,2,109766-2,1/12/2022,S0597
204851-3,204851,3,109766-3,1/12/2022,S0136
204852-1,204852,1,109767-1,8/1/2023,S0492
204852-2,204852,2,109767-2,8/1/2023,S0137
204852-3,204852,3,109767-3,8/1/2023,S0231
204852-4,204852,4,109767-4,8/1/2023,S0357
204853-1,204853,1,109770-1,3/3/2025,S0353
204853-2,204853,2,109770-2,3/3/2025,S0104
204854-1,204854,1,109771-1,6/15/2023,S0203
204855-1,204855,1,109772-1,12/20/2023,S0026
204855-2,204855,2,109772-2,12/20/2023,S0021
204856-1,204856,1,109773-1,5/26/2022,S0529
204856-2,204856,2,109773-2,5/26/2022,S0008
204856-3,204856,3,109773-3,5/26/2022,S0621
204856-4,204856,4,109773-4,5/26/2022,S0096
204857-1,204857,1,109775-1,6/22/2023,S0123
204857-2,204857,2,109775-2,6/22/2023,S0357
204858-1,204858,1,109776-1,9/28/2022,S0436
204858-2,204858,2,109776-2,9/28/2022,S0221
204858-3,204858,3,109776-3,9/28/2022,S0110
204858-4,204858,4,109776-4,9/28/2022,S0023
204858-5,204858,5,109776-5,9/28/2022,S0255
204859-1,204859,1,109777-1,1/27/2022,S0611
204860-1,204860,1,109778-1,7/24/2022,S0076
204860-2,204860,2,109778-2,7/24/2022,S0573
204860-3,204860,3,109778-3,7/24/2022,S0201
204860-4,204860,4,109778-4,7/24/2022,S0517
204860-5,204860,5,109778-5,7/24/2022,S0434
204861-1,204861,1,109779-1,7/16/2022,S0359
204861-2,204861,2,109779-2,7/16/2022,S0030
204861-3,204861,3,109779-3,7/16/2022,S0173
204862-1,204862,1,109781-1,2/19/2023,S0190
204862-2,204862,2,109781-2,2/19/2023,S0575
204862-3,204862,3,109781-3,2/19/2023,S0273
204862-4,204862,4,109781-4,2/19/2023,S0620
204863-1,204863,1,109783-1,9/22/2024,S0026
204863-2,204863,2,109783-2,9/22/2024,S0352
204863-3,204863,3,109783-3,9/22/2024,S0151
204863-4,204863,4,109783-4,9/22/2024,S0566
204863-5,204863,5,109783-5,9/22/2024,S0366
204864-1,204864,1,109788-1,1/29/2025,S0037
204864-2,204864,2,109788-2,1/29/2025,S0116
204864-3,204864,3,109788-3,1/29/2025,S0126
204864-4,204864,4,109788-4,1/29/2025,S0121
204865-1,204865,1,109793-1,6/26/2025,S0357
204865-2,204865,2,109793-2,6/26/2025,S0203
204865-3,204865,3,109793-3,6/26/2025,S0594
204865-4,204865,4,109793-4,6/26/2025,S0222
204865-5,204865,5,109793-5,6/26/2025,S0503
204866-1,204866,1,109795-1,10/8/2022,S0558
204867-1,204867,1,109797-1,10/6/2024,S0329
204868-1,204868,1,109798-1,11/23/2023,S0249
204869-1,204869,1,109799-1,1/6/2025,S0285
204869-2,204869,2,109799-2,1/6/2025,S0241
204869-3,204869,3,109799-3,1/6/2025,S0093
204869-4,204869,4,109799-4,1/6/2025,S0090
204870-1,204870,1,109801-1,6/15/2023,S0417
204870-2,204870,2,109801-2,6/15/2023,S0168
204870-3,204870,3,109801-3,6/15/2023,S0240
204870-4,204870,4,109801-4,6/15/2023,S0578
204870-5,204870,5,109801-5,6/15/2023,S0052
204871-1,204871,1,109803-1,5/1/2022,S0131
204871-2,204871,2,109803-2,5/1/2022,S0558
204871-3,204871,3,109803-3,5/1/2022,S0136
204871-4,204871,4,109803-4,5/1/2022,S0071
204871-5,204871,5,109803-5,5/1/2022,S0587
204872-1,204872,1,109807-1,2/4/2025,S0190
204872-2,204872,2,109807-2,2/4/2025,S0239
204872-3,204872,3,109807-3,2/4/2025,S0470
204872-4,204872,4,109807-4,2/4/2025,S0532
204872-5,204872,5,109807-5,2/4/2025,S0351
204873-1,204873,1,109809-1,1/28/2022,S0225
204874-1,204874,1,109812-1,1/4/2025,S0218
204874-2,204874,2,109812-2,1/4/2025,S0024
204875-1,204875,1,109813-1,2/1/2023,S0167
204875-2,204875,2,109813-2,2/1/2023,S0595
204875-3,204875,3,109813-3,2/1/2023,S0246
204876-1,204876,1,109818-1,11/7/2022,S0351
204876-2,204876,2,109818-2,11/7/2022,S0356
204876-3,204876,3,109818-3,11/7/2022,S0230
204876-4,204876,4,109818-4,11/7/2022,S0505
204877-1,204877,1,109820-1,7/29/2025,S0551
204877-2,204877,2,109820-2,7/29/2025,S0306
204878-1,204878,1,109822-1,5/13/2025,S0023
204878-2,204878,2,109822-2,5/13/2025,S0392
204878-3,204878,3,109822-3,5/13/2025,S0295
204878-4,204878,4,109822-4,5/13/2025,S0051
204879-1,204879,1,109823-1,1/4/2023,S0497
204879-2,204879,2,109823-2,1/4/2023,S0484
204879-3,204879,3,109823-3,1/4/2023,S0555
204879-4,204879,4,109823-4,1/4/2023,S0545
204880-1,204880,1,109824-1,2/13/2022,S0143
204880-2,204880,2,109824-2,2/13/2022,S0563
204880-3,204880,3,109824-3,2/13/2022,S0622
204880-4,204880,4,109824-4,2/13/2022,S0410
204881-1,204881,1,109827-1,10/19/2024,S0297
204881-2,204881,2,109827-2,10/19/2024,S0076
204881-3,204881,3,109827-3,10/19/2024,S0044
204881-4,204881,4,109827-4,10/19/2024,S0029
204881-5,204881,5,109827-5,10/19/2024,S0559
204882-1,204882,1,109830-1,4/23/2024,S0508
204882-2,204882,2,109830-2,4/23/2024,S0019
204882-3,204882,3,109830-3,4/23/2024,S0383
204882-4,204882,4,109830-4,4/23/2024,S0048
204882-5,204882,5,109830-5,4/23/2024,S0364
204883-1,204883,1,109833-1,12/20/2022,S0229
204883-2,204883,2,109833-2,12/20/2022,S0150
204884-1,204884,1,109836-1,5/17/2024,S0192
204884-2,204884,2,109836-2,5/17/2024,S0034
204884-3,204884,3,109836-3,5/17/2024,S0445
204885-1,204885,1,109838-1,4/16/2022,S0505
204885-2,204885,2,109838-2,4/16/2022,S0258
204886-1,204886,1,109846-1,2/6/2024,S0080
204886-2,204886,2,109846-2,2/6/2024,S0030
204886-3,204886,3,109846-3,2/6/2024,S0224
204886-4,204886,4,109846-4,2/6/2024,S0165
204887-1,204887,1,109847-1,10/2/2023,S0474
204887-2,204887,2,109847-2,10/2/2023,S0618
204887-3,204887,3,109847-3,10/2/2023,S0514
204887-4,204887,4,109847-4,10/2/2023,S0298
204888-1,204888,1,109849-1,6/9/2022,S0584
204888-2,204888,2,109849-2,6/9/2022,S0424
204888-3,204888,3,109849-3,6/9/2022,S0303
204889-1,204889,1,109852-1,1/24/2022,S0359
204889-2,204889,2,109852-2,1/24/2022,S0285
204889-3,204889,3,109852-3,1/24/2022,S0398
204889-4,204889,4,109852-4,1/24/2022,S0003
204890-1,204890,1,109854-1,3/17/2024,S0491
204890-2,204890,2,109854-2,3/17/2024,S0592
204890-3,204890,3,109854-3,3/17/2024,S0031
204891-1,204891,1,109855-1,2/25/2023,S0501
204891-2,204891,2,109855-2,2/25/2023,S0471
204891-3,204891,3,109855-3,2/25/2023,S0112
204892-1,204892,1,109857-1,2/18/2025,S0037
204892-2,204892,2,109857-2,2/18/2025,S0016
204892-3,204892,3,109857-3,2/18/2025,S0550
204893-1,204893,1,109858-1,9/1/2024,S0288
204893-2,204893,2,109858-2,9/1/2024,S0340
204893-3,204893,3,109858-3,9/1/2024,S0345
204894-1,204894,1,109860-1,3/9/2022,S0363
204894-2,204894,2,109860-2,3/9/2022,S0511
204894-3,204894,3,109860-3,3/9/2022,S0564
204894-4,204894,4,109860-4,3/9/2022,S0345
204895-1,204895,1,109865-1,12/19/2022,S0408
204895-2,204895,2,109865-2,12/19/2022,S0137
204895-3,204895,3,109865-3,12/19/2022,S0613
204895-4,204895,4,109865-4,12/19/2022,S0152
204895-5,204895,5,109865-5,12/19/2022,S0034
204896-1,204896,1,109866-1,10/20/2023,S0251
204896-2,204896,2,109866-2,10/20/2023,S0360
204897-1,204897,1,109868-1,8/10/2023,S0252
204898-1,204898,1,109875-1,4/16/2022,S0024
204899-1,204899,1,109876-1,10/2/2024,S0513
204899-2,204899,2,109876-2,10/2/2024,S0613
204899-3,204899,3,109876-3,10/2/2024,S0097
204899-4,204899,4,109876-4,10/2/2024,S0088
204900-1,204900,1,109877-1,2/10/2022,S0590
204900-2,204900,2,109877-2,2/10/2022,S0366
204900-3,204900,3,109877-3,2/10/2022,S0192
204900-4,204900,4,109877-4,2/10/2022,S0161
204901-1,204901,1,109881-1,3/3/2023,S0372
204901-2,204901,2,109881-2,3/3/2023,S0547
204902-1,204902,1,109882-1,12/21/2023,S0081
204902-2,204902,2,109882-2,12/21/2023,S0051
204902-3,204902,3,109882-3,12/21/2023,S0301
204902-4,204902,4,109882-4,12/21/2023,S0523
204903-1,204903,1,109883-1,10/2/2024,S0024
204903-2,204903,2,109883-2,10/2/2024,S0219
204903-3,204903,3,109883-3,10/2/2024,S0531
204903-4,204903,4,109883-4,10/2/2024,S0123
204903-5,204903,5,109883-5,10/2/2024,S0032
204904-1,204904,1,109885-1,12/22/2025,S0120
204904-2,204904,2,109885-2,12/22/2025,S0356
204904-3,204904,3,109885-3,12/22/2025,S0388
204905-1,204905,1,109886-1,8/14/2025,S0117
204905-2,204905,2,109886-2,8/14/2025,S0352
204906-1,204906,1,109887-1,1/8/2025,S0035
204906-2,204906,2,109887-2,1/8/2025,S0130
204906-3,204906,3,109887-3,1/8/2025,S0262
204906-4,204906,4,109887-4,1/8/2025,S0090
204907-1,204907,1,109888-1,5/10/2023,S0425
204907-2,204907,2,109888-2,5/10/2023,S0433
204907-3,204907,3,109888-3,5/10/2023,S0032
204907-4,204907,4,109888-4,5/10/2023,S0542
204907-5,204907,5,109888-5,5/10/2023,S0540
204908-1,204908,1,109889-1,7/20/2024,S0347
204908-2,204908,2,109889-2,7/20/2024,S0593
204908-3,204908,3,109889-3,7/20/2024,S0504
204909-1,204909,1,109890-1,4/10/2023,S0162
204909-2,204909,2,109890-2,4/10/2023,S0176
204909-3,204909,3,109890-3,4/10/2023,S0356
204910-1,204910,1,109891-1,4/5/2022,S0510
204910-2,204910,2,109891-2,4/5/2022,S0037
204911-1,204911,1,109892-1,2/7/2024,S0546
204912-1,204912,1,109893-1,1/13/2022,S0516
204912-2,204912,2,109893-2,1/13/2022,S0252
204913-1,204913,1,109895-1,5/6/2024,S0144
204913-2,204913,2,109895-2,5/6/2024,S0016
204913-3,204913,3,109895-3,5/6/2024,S0514
204914-1,204914,1,109896-1,6/9/2025,S0445
204915-1,204915,1,109897-1,7/7/2024,S0316
204915-2,204915,2,109897-2,7/7/2024,S0544
204915-3,204915,3,109897-3,7/7/2024,S0343
204915-4,204915,4,109897-4,7/7/2024,S0112
204915-5,204915,5,109897-5,7/7/2024,S0150
204916-1,204916,1,109898-1,9/14/2023,S0444
204917-1,204917,1,109899-1,6/28/2022,S0476
204917-2,204917,2,109899-2,6/28/2022,S0168
204917-3,204917,3,109899-3,6/28/2022,S0216
204917-4,204917,4,109899-4,6/28/2022,S0231
204918-1,204918,1,109903-1,12/1/2025,S0536
204918-2,204918,2,109903-2,12/1/2025,S0151
204918-3,204918,3,109903-3,12/1/2025,S0116
204918-4,204918,4,109903-4,12/1/2025,S0069
204918-5,204918,5,109903-5,12/1/2025,S0205
204919-1,204919,1,109904-1,11/24/2022,S0219
204919-2,204919,2,109904-2,11/24/2022,S0188
204920-1,204920,1,109905-1,2/8/2025,S0607
204920-2,204920,2,109905-2,2/8/2025,S0317
204920-3,204920,3,109905-3,2/8/2025,S0267
204920-4,204920,4,109905-4,2/8/2025,S0366
204921-1,204921,1,109907-1,3/26/2024,S0124
204921-2,204921,2,109907-2,3/26/2024,S0228
204921-3,204921,3,109907-3,3/26/2024,S0303
204921-4,204921,4,109907-4,3/26/2024,S0460
204922-1,204922,1,109909-1,6/5/2023,S0353
204923-1,204923,1,109910-1,1/23/2025,S0056
204923-2,204923,2,109910-2,1/23/2025,S0086
204923-3,204923,3,109910-3,1/23/2025,S0093
204923-4,204923,4,109910-4,1/23/2025,S0196
204923-5,204923,5,109910-5,1/23/2025,S0244
204924-1,204924,1,109911-1,11/9/2022,S0387
204924-2,204924,2,109911-2,11/9/2022,S0236
204924-3,204924,3,109911-3,11/9/2022,S0091
204924-4,204924,4,109911-4,11/9/2022,S0071
204925-1,204925,1,109914-1,1/1/2024,S0315
204925-2,204925,2,109914-2,1/1/2024,S0439
204926-1,204926,1,109916-1,4/5/2025,S0279
204926-2,204926,2,109916-2,4/5/2025,S0141
204926-3,204926,3,109916-3,4/5/2025,S0143
204926-4,204926,4,109916-4,4/5/2025,S0438
204927-1,204927,1,109922-1,6/4/2024,S0604
204927-2,204927,2,109922-2,6/4/2024,S0437
204927-3,204927,3,109922-3,6/4/2024,S0464
204927-4,204927,4,109922-4,6/4/2024,S0017
204928-1,204928,1,109925-1,10/18/2025,S0193
204928-2,204928,2,109925-2,10/18/2025,S0351
204928-3,204928,3,109925-3,10/18/2025,S0275
204929-1,204929,1,109926-1,4/4/2025,S0420
204930-1,204930,1,109927-1,7/20/2024,S0605
204930-2,204930,2,109927-2,7/20/2024,S0085
204931-1,204931,1,109929-1,6/3/2022,S0109
204931-2,204931,2,109929-2,6/3/2022,S0332
204931-3,204931,3,109929-3,6/3/2022,S0487
204931-4,204931,4,109929-4,6/3/2022,S0151
204931-5,204931,5,109929-5,6/3/2022,S0411
204932-1,204932,1,109930-1,8/8/2024,S0254
204932-2,204932,2,109930-2,8/8/2024,S0204
204932-3,204932,3,109930-3,8/8/2024,S0214
204933-1,204933,1,109932-1,6/7/2024,S0156
204933-2,204933,2,109932-2,6/7/2024,S0605
204933-3,204933,3,109932-3,6/7/2024,S0028
204934-1,204934,1,109936-1,7/3/2023,S0172
204934-2,204934,2,109936-2,7/3/2023,S0087
204934-3,204934,3,109936-3,7/3/2023,S0465
204935-1,204935,1,109937-1,3/9/2024,S0391
204935-2,204935,2,109937-2,3/9/2024,S0061
204935-3,204935,3,109937-3,3/9/2024,S0484
204936-1,204936,1,109938-1,3/30/2025,S0083
204936-2,204936,2,109938-2,3/30/2025,S0005
204936-3,204936,3,109938-3,3/30/2025,S0242
204937-1,204937,1,109939-1,9/8/2025,S0564
